id_passageiro,modulo_estacao,classe_bilhete,nome_tripulante,idade,parentes_a_bordo,horas_treinamento,traje_pressurizado,tarifa_creditos,resgatado
1976,Laboratorio,3,Dra. Tripulante_975,37.7,0,5.8,Nao,50.68,0
1977,Habitacao,2,Passag. Tripulante_976,32.0,1,79.1,Nao,102.43,0
1978,Comando,2,Dra. Tripulante_977,24.9,0,5.2,Nao,107.31,0
1979,Habitacao,3,Passag. Tripulante_978,18.9,0,15.8,Sim,61.11,1
1980,Habitacao,3,Passag. Tripulante_979,,0,96.6,Nao,68.4,0
1981,Laboratorio,1,Eng. Tripulante_980,43.0,1,21.3,Nao,159.86,1
1982,Habitacao,3,Ten. Tripulante_981,13.5,3,180.7,Sim,73.39,1
1983,Comando,2,Passag. Tripulante_982,51.1,1,194.9,Sim,117.68,1
1984,Comando,2,Passag. Tripulante_983,38.9,1,15.6,Sim,120.11,1
1985,Habitacao,1,Passag. Tripulante_984,48.8,0,2.1,Nao,181.4,0
1986,Habitacao,1,Passag. Tripulante_985,15.9,1,61.0,Sim,158.2,1
1987,Habitacao,3,Dra. Tripulante_986,15.6,1,30.0,Nao,74.19,0
1988,Laboratorio,2,Passag. Tripulante_987,30.2,0,5.3,Sim,119.86,1
1989,Laboratorio,2,Passag. Tripulante_988,38.0,1,61.5,Sim,116.67,1
1990,Engenharia,3,Passag. Tripulante_989,,0,1.6,Nao,78.85,0
1991,Habitacao,3,Ten. Tripulante_990,40.5,1,102.1,Nao,78.79,0
1992,Habitacao,1,Passag. Tripulante_991,29.1,1,7.5,Nao,160.54,0
1993,Laboratorio,3,Passag. Tripulante_992,,1,6.8,Nao,68.18,0
1994,Habitacao,1,Eng. Tripulante_993,46.8,1,9.7,Nao,172.81,1
1995,Laboratorio,3,Ten. Tripulante_994,20.4,1,161.3,Sim,67.27,1
1996,Comando,3,Passag. Tripulante_995,51.5,0,59.1,Sim,75.85,1
1997,Engenharia,3,Ten. Tripulante_996,28.6,1,80.8,Nao,72.81,0
1998,Comando,1,Eng. Tripulante_997,51.1,2,25.3,Nao,188.33,1
1999,Engenharia,1,Cap. Tripulante_998,40.1,1,20.5,Nao,154.7,0
2000,Laboratorio,2,Passag. Tripulante_999,30.4,1,13.4,Sim,118.78,0
